,name,company_id,movie,movie_id
113,TFC Trickompany Filmproduktion,0037245,Kommando Störtebeker,294677
114,CLT-UFA International,0113994,Kommando Störtebeker,294677
115,Ottos Ottifanten,0015788,Kommando Störtebeker,294677
116,Canal+ España,0071913,A Dog Called Pain,298109
117,Iberautor Promociones Culturales S.R.L.,0082286,A Dog Called Pain,298109
118,Story Board S.L.,0027282,A Dog Called Pain,298109
119,Televisión Española,0071049,A Dog Called Pain,298109
120,Kanun parvaresh fekri,0053189,Les contes de la mère poule,2700240
121,Rothkirch Cartoon Film,0079634,The Little Polar Bear,293849
122,Warner Bros.,0002663,The Little Polar Bear,293849
123,Buena Vista Negative Cutting,0009272,The Little Polar Bear,293849
124,Buena Vista Sound Studios,0056869,The Little Polar Bear,293849
125,O'Henry Sound Studios,0048329,The Little Polar Bear,293849
126,Pacific Title,0001256,The Little Polar Bear,293849
127,Studiopolis,0125059,The Little Polar Bear,293849
128,Technicolor,0065861,The Little Polar Bear,293849
129,Studio Miniatur Filmowych,0108896,Tryumf pana Kleksa,367172
130,HBO Polska,0113668,Tryumf pana Kleksa,367172
131,Monolith Films,0380439,Tryumf pana Kleksa,367172
132,Wytwórnia Filmów Dokumentalnych i Fabularnych,0087308,Tryumf pana Kleksa,367172
133,Nagual,0160503,TV-maniya,473271
134,Hahn Film AG,0036472,The Abrafaxe: Under the Black Flag,295152
135,"BKM, kulturelle Filmförderung des Bundes",0018700,The Abrafaxe: Under the Black Flag,295152
136,Filmboard Berlin-Brandenburg (FBB),0086504,The Abrafaxe: Under the Black Flag,295152
137,Filmförderungsanstalt (FFA),0002254,The Abrafaxe: Under the Black Flag,295152
138,Universal Pictures,0226568,The Abrafaxe: Under the Black Flag,295152
139,Eurofine,0044811,Putih,296162
140,Fine Animation,0015112,Putih,296162
141,Pixar Animation Studios,0017902,"Monsters, Inc.",198781
142,Walt Disney Pictures,0008970,"Monsters, Inc.",198781
143,Goodtimes and Company,0049983,Man and Cat,287547
144,Olegna Productions,0362138,Man and Cat,287547
145,Toei Animation Shouei System,0021121,Man and Cat,287547
146,Eesti Joonisfilm,0112213,Ladybirds' Christmas,405096
147,Ateliéry Bonton Zlín,0169134,"Max, Sally and the Magic Phone",282708
148,Beijing TV Broadcast Centre and Institute,0089020,"Max, Sally and the Magic Phone",282708
149,Film Art Center,0280412,"Max, Sally and the Magic Phone",282708
150,Paramount Pictures,0023400,Jimmy Neutron: Boy Genius,268397
151,Nickelodeon Movies,0004265,Jimmy Neutron: Boy Genius,268397
152,DNA Productions,0073465,Jimmy Neutron: Boy Genius,268397
153,Northern Lights Entertainment,0054830,Jimmy Neutron: Boy Genius,268397
154,Nickelodeon Animation Studios,0044395,Jimmy Neutron: Boy Genius,268397
155,O Entertainment,0009845,Jimmy Neutron: Boy Genius,268397
156,Bandai Digital Entertainment,0136536,WXIII: Patlabor the Movie 3,318819
157,Emotion,0062451,WXIII: Patlabor the Movie 3,318819
158,Headgear,0049161,WXIII: Patlabor the Movie 3,318819
159,Madhouse,0022946,WXIII: Patlabor the Movie 3,318819
160,TFC,0073373,WXIII: Patlabor the Movie 3,318819
161,Tohokushinsha Film Corporation,0032110,WXIII: Patlabor the Movie 3,318819
162,Ellipse Animation,0046259,Bécassine: Le Trésor viking,299619
163,Home Made Movies,0009059,Bécassine: Le Trésor viking,299619
164,Image Film,0052387,Bécassine: Le Trésor viking,299619
165,Bliss Picture Ltd.,0131175,My Life as McDull,312941
166,Sunrise,0006858,Inuyasha the Movie: Affections Touching Across Time,322645
167,Cecchi Gori Group Fin.Ma.Vi.,0068383,Momo,299040
168,Taurus Produktion,0068684,Momo,299040
169,TFC Trickompany Filmproduktion,0037245,Momo,299040
170,Video Maura,0030212,Momo,299040
171,Lanterna Magica,0003643,Aida of the Trees,306444
172,Medusa Film,0035890,Aida of the Trees,306444
173,Tele+,0041787,Aida of the Trees,306444
174,Extra Extremadura de Audiovisuales S.A.,0080842,La leyenda del unicornio,311439
175,Animate Film,0074495,Sakura Wars: The Movie,237687
176,Bandai Visual Company,0080697,Sakura Wars: The Movie,237687
177,Chara-Ani,0230160,Sakura Wars: The Movie,237687
178,Imagica,0008740,Sakura Wars: The Movie,237687
179,Kadokawa Shoten Publishing Co.,0060607,Sakura Wars: The Movie,237687
180,King's International Multimedia Co,0480110,Sakura Wars: The Movie,237687
181,Piggy,0007125,Sakura Wars: The Movie,237687
182,Production I.G.,0002212,Sakura Wars: The Movie,237687
183,Production I.G.,0002212,Sakura Wars: The Movie,237687
184,Radix,0045458,Sakura Wars: The Movie,237687
185,Rentrak Japan K.K.,0132926,Sakura Wars: The Movie,237687
186,Sega,0064302,Sakura Wars: The Movie,237687
187,The Tooniversal Company,0015328,Marco Polo: Return to Xanadu,296074
188,Star Anmation,0019355,The Jar: A Tale from the East,304230
189,Disney Television Animation,0030830,Peter Pan 2: Return to Never Land,280030
190,Disneytoon Studios,0092035,Peter Pan 2: Return to Never Land,280030
191,Walt Disney Animation Australia,0032298,Peter Pan 2: Return to Never Land,280030
192,Walt Disney Animation Canada,0060743,Peter Pan 2: Return to Never Land,280030
193,Walt Disney Pictures,0008970,Peter Pan 2: Return to Never Land,280030
194,iPictures,0066014,"My Beautiful Girl, Mari",302758
195,Muhan Investment,0338039,"My Beautiful Girl, Mari",302758
196,Korean Film Council,0197065,"My Beautiful Girl, Mari",302758
197,Siz Entertainment,0020493,"My Beautiful Girl, Mari",302758
198,CJ Entertainment,0043365,"My Beautiful Girl, Mari",302758
199,Dark Thunder Productions,0017830,Christmas at Wapos Bay,303318
200,Bandai Visual,0537954,Turn A Gundam: Earth Light,4130762
201,Sunrise,0006858,Turn A Gundam: Earth Light,4130762
202,Bandai Visual,0537954,Turn A Gundam: Movie II: Moonlight Butterfly,4130788
203,Sunrise,0006858,Turn A Gundam: Movie II: Moonlight Butterfly,4130788
204,Goodtimes and Company,0049983,Big City Blues,287335
205,Olegna Productions,0362138,Big City Blues,287335
206,Ecole Nationale Supérieure des Arts Décoratifs,0160609,"En mai, fais ce qu'il te plaît",308220
207,Filmógrafo,0032596,"En mai, fais ce qu'il te plaît",308220
208,Lardux Films,0025715,"En mai, fais ce qu'il te plaît",308220
209,Sup Info Com,0032716,"En mai, fais ce qu'il te plaît",308220
210,Zagreb Film,0066705,"En mai, fais ce qu'il te plaît",308220
211,Pannónia Filmstúdió,0030371,Song of the Miraculous Hind,309114
212,Toei Animation,0062107,One Piece: Chopper's Kingdom in the Strange Animal Island,997084
213,Shin Ei Animation,0125584,Doraemon: Nobita and the Robot Kingdom,1147526
214,Shogakukan,0011744,Doraemon: Nobita and the Robot Kingdom,1147526
215,TV Asahi,0025002,Doraemon: Nobita and the Robot Kingdom,1147526
216,Twentieth Century Fox,0000756,Ice Age,268380
217,Blue Sky Studios,0047265,Ice Age,268380
218,Twentieth Century Fox Animation,0179259,Ice Age,268380
219,DENTSU Music And Entertainment,0064941,A Tree of Palme,311618
220,Genco,0011394,A Tree of Palme,311618
221,Imagica Corp.,0195909,A Tree of Palme,311618
222,Kadokawa Shoten Publishing Co.,0060607,A Tree of Palme,311618
223,Nihon Shuppan Hanbai,0087014,A Tree of Palme,311618
224,Toho Company,0002219,A Tree of Palme,311618
225,WOWOW,0033264,A Tree of Palme,311618
226,Prószynski i S-ka,0903842,"Tytus, Romek i A'Tomek wsród zlodziei marzen",1171265
227,Agencja Produkcji Filmowej,0086499,"Tytus, Romek i A'Tomek wsród zlodziei marzen",1171265
228,Syrena Entertainment Group,0135461,"Tytus, Romek i A'Tomek wsród zlodziei marzen",1171265
229,J & P Studio Grafiki Filmowej,0682827,"Tytus, Romek i A'Tomek wsród zlodziei marzen",1171265
230,Agencja Scenariuszowa,0227967,"Tytus, Romek i A'Tomek wsród zlodziei marzen",1171265
231,Narodowy Fundusz Ochrony Srodowiska i Gospodarki Wodnej,0513647,"Tytus, Romek i A'Tomek wsród zlodziei marzen",1171265
232,Rigler Entertainment,0093543,Little Dreams,355692
233,Neuroplanet,0019672,Tristan et Iseut,300576
234,Oniria Pictures,0059958,Tristan et Iseut,300576
235,SOI Film Entertainment,0003691,Rout City,814296
236,TMS Entertainment,0064579,Detective Conan: The Phantom of Baker Street,990372
237,Actas,0109136,EX-Driver the Movie,1086280
238,Bandai Visual Company,0080697,EX-Driver the Movie,1086280
239,Dentsu,0169264,EX-Driver the Movie,1086280
240,Genco,0011394,EX-Driver the Movie,1086280
241,Asatsu-DK,0189654,Kureyon Shinchan: Arashi o Yobu: Appare! Sengoku Daikassen,2180443
242,Granada,0275776,Vincent and Doug 2,11644204
243,DreamWorks Animation,0129164,Spirit: Stallion of the Cimarron,166813
244,Dreamworks Pictures,0819670,Spirit: Stallion of the Cimarron,166813
245,Aurel Klimt & Martin Vandas,0214578,Fimfárum Jana Wericha,299878
246,Ceská Televize,0033780,Fimfárum Jana Wericha,299878
247,Krátký Film Praha,0058265,Fimfárum Jana Wericha,299878
248,MAUR Film,0197412,Fimfárum Jana Wericha,299878
249,The Czech Republic State Fund for Support and Development of Cinematography,0056800,Fimfárum Jana Wericha,299878
250,Paramount Pictures,0023400,Hey Arnold! The Movie,314166
251,Nickelodeon Movies,0004265,Hey Arnold! The Movie,314166
252,Snee-Oosh Productions,0031499,Hey Arnold! The Movie,314166
253,Nickelodeon Animation Studios,0044395,Hey Arnold! The Movie,314166
254,Viacom Productions,0059559,Hey Arnold! The Movie,314166
255,Walt Disney Pictures,0008970,Lilo & Stitch,275847
256,Walt Disney Animation Studios,0074039,Lilo & Stitch,275847
257,Walt Disney Feature Animation Florida,0647646,Lilo & Stitch,275847
258,Warner Bros.,0870245,The Powerpuff Girls Movie,289408
259,Cartoon Network Movies,0674218,The Powerpuff Girls Movie,289408
260,Cineanimadores,0100780,Ogu and Mampato in Rapa Nui,342853
261,Ark Trues,0334503,6 Angels,1876229
262,Eighty One Entertainment,0334512,6 Angels,1876229
263,Jpec System Co.,0334483,6 Angels,1876229
264,4 Kids Entertainment,0052177,Pokémon Heroes,347791
265,Pikachu Project 2002,0119942,Pokémon Heroes,347791
266,Pikachu Project,0227410,Pokémon Heroes,347791
267,Shogakukan Production,0101105,Pokémon Heroes,347791
268,Columbia Pictures,0050868,Stuart Little 2,243585
269,Franklin/Waterman Productions,0086519,Stuart Little 2,243585
270,Red Wagon Entertainment,0093794,Stuart Little 2,243585
271,Patagonik Film Group,0049152,Dibu 3,293093
272,Televisión Federal,0037736,Dibu 3,293093
273,Hakuhodo,0001105,The Cat Returns,347618
274,Mitsubishi,0148513,The Cat Returns,347618
275,Nippon Television Network,0003850,The Cat Returns,347618
276,Studio Ghibli,0048420,The Cat Returns,347618
277,Toho Company,0002219,The Cat Returns,347618
278,Tokuma Shoten,0016626,The Cat Returns,347618
279,Walt Disney Productions,0098836,The Cat Returns,347618
280,Pentamedia Graphics Ltd.,0008782,Alibaba,327408
281,Home Made Movies,0009059,Corto Maltese: Secret Court of the Arcanes,259134
282,Rai Fiction,0068775,Corto Maltese: Secret Court of the Arcanes,259134
283,France 2 Cinéma,0056755,Corto Maltese: Secret Court of the Arcanes,259134
284,Canal+,0028557,Corto Maltese: Secret Court of the Arcanes,259134
285,Tele Plus,0026656,Corto Maltese: Secret Court of the Arcanes,259134
286,Ellipse Animation,0046259,Corto Maltese: Secret Court of the Arcanes,259134
287,Pomalux,0509200,Corto Maltese: Secret Court of the Arcanes,259134
288,Feature Films for Families,0025538,The Princess and the Pea,146063
289,Pannónia Filmstúdió,0030371,The Princess and the Pea,146063
290,Swan Animation,0068031,The Princess and the Pea,146063
291,Nelvana,0015560,Beyblade: The Movie - Fierce Battle,459080
292,Nippon Animation Co.,0008236,Beyblade: The Movie - Fierce Battle,459080
293,Paramount Pictures,0023400,The Wild Thornberrys,282120
294,Nickelodeon Movies,0004265,The Wild Thornberrys,282120
295,Klasky-Csupo,0013196,The Wild Thornberrys,282120
296,Viacom Productions,0059559,The Wild Thornberrys,282120
297,Nickelodeon Studios,0078560,The Wild Thornberrys,282120
298,DIC Entertainment,0018052,Movie Toons: Treasure Island,8302928
299,AB Svensk Industrie,0160582,Karlsson on the Roof,307050
300,Filmkameratene A/S,0023617,Karlsson on the Roof,307050
301,TFC Trickompany Filmproduktion,0037245,Karlsson on the Roof,307050
302,Zweites Deutsches Fernsehen,0078814,Karlsson on the Roof,307050
303,Malcriados,0123708,Mercano the Martian,283476
304,Universidad del Cine,0037142,Mercano the Martian,283476
305,Big Idea Productions,0073267,Jonah: A VeggieTales Movie,298388
306,Family Home Entertainment (FHE),0108311,Jonah: A VeggieTales Movie,298388
307,Children's Independent Television,0104833,The King's Beard,338176
308,Collingwood O'Hare Entertainment,0104834,The King's Beard,338176
309,Granada International,0103605,The King's Beard,338176
310,Walt Disney Animation Studios,0074039,Treasure Planet,133240
311,Walt Disney Pictures,0008970,Treasure Planet,133240
312,Badr International,0686032,Muhammad: The Last Prophet,430377
313,RichCrest Animation,0028606,Muhammad: The Last Prophet,430377
314,Disney Television Animation,0030830,Winnie the Pooh: A Very Merry Pooh Year,324572
315,Disneytoon Studios,0092035,Winnie the Pooh: A Very Merry Pooh Year,324572
316,Walt Disney Pictures,0008970,Winnie the Pooh: A Very Merry Pooh Year,324572
317,Anime International Company (AIC),0097219,Blue Gender: The Warrior,1345450
318,Anime International Company (AIC),0097219,Blue Gender: The Warrior,1345450
319,Bihou,0175246,Blue Gender: The Warrior,1345450
320,FAI International,0898574,Blue Gender: The Warrior,1345450
321,FAI International,0898574,Blue Gender: The Warrior,1345450
322,Imagica,0008740,Blue Gender: The Warrior,1345450
323,Jay Film,0826196,Blue Gender: The Warrior,1345450
324,Keystone,0307226,Blue Gender: The Warrior,1345450
325,Keystone,0307226,Blue Gender: The Warrior,1345450
326,Maki Production,0147736,Blue Gender: The Warrior,1345450
327,Studio Wanpack,0221022,Blue Gender: The Warrior,1345450
328,Takahashi Production,0156930,Blue Gender: The Warrior,1345450
329,Toshiba EMI,0072246,Blue Gender: The Warrior,1345450
330,Happy Madison Productions,0059609,Eight Crazy Nights,271263
331,Meatball Animation,0045792,Eight Crazy Nights,271263
332,Encuadre S.A.,0088310,"Micaela, una película mágica",308577
333,Laboratorios Stagnaro,0088311,"Micaela, una película mágica",308577
334,Baleuko S.L.,0084451,Anjé: The Legend of the Pyrenees,346514
335,Shogakukan Music & Digital Entertainment,0204670,Gekijô ban Tottoko Hamutarô: Hamu hamu hamu~jya! Maboroshi no prinsesu,1625545
336,TMS Entertainment,0064579,Gekijô ban Tottoko Hamutarô: Hamu hamu hamu~jya! Maboroshi no prinsesu,1625545
337,Tottoko 8686 Project 2002,0302878,Gekijô ban Tottoko Hamutarô: Hamu hamu hamu~jya! Maboroshi no prinsesu,1625545
338,Dansk Tegnefilm,0013770,The Boy Who Wanted to Be a Bear,322177
339,Les Armateurs,0008843,The Boy Who Wanted to Be a Bear,322177
340,France 3 Cinéma,0044140,The Boy Who Wanted to Be a Bear,322177
341,Carrere Group D.A.,0025658,The Boy Who Wanted to Be a Bear,322177
342,AnimagicNet A/S,0064042,The Boy Who Wanted to Be a Bear,322177
343,Canal+,0028557,The Boy Who Wanted to Be a Bear,322177
344,TV2 Danmark,0054911,The Boy Who Wanted to Be a Bear,322177
345,Sahra Films Production,0129186,Kolah Ghermezi and Sarvenaz,1111358
346,Milimetros Feature Animation,0090818,Dragon Hill. La colina del dragón,346900
347,Shogakukan Production,0101105,InuYasha the Movie 2: The Castle Beyond the Looking Glass,366621
348,Sunrise,0006858,InuYasha the Movie 2: The Castle Beyond the Looking Glass,366621
349,Yomiuri Telecasting Corporation,0080694,InuYasha the Movie 2: The Castle Beyond the Looking Glass,366621
350,Baleuko S.L.,0084451,Olentzero: un cuento de Navidad,336952
351,Magic Films,0111039,Puerta del tiempo,379945
352,Saba,0217821,Rostam and Esfandiar,1090343
353,Cine-Clube de Avanca,0017436,João Mata Sete,11783538
354,Belokan Productions,0062246,The Rain Children,296619
355,France 2 Cinéma,0056755,The Rain Children,296619
356,MK2 Productions,0022545,The Rain Children,296619
357,Hahn Shin Corporation,0108932,The Rain Children,296619
358,Prima Linea Productions,0093983,Loulou et autres loups,5860542
359,France 3,0061460,Loulou et autres loups,5860542
360,Gébéka Films,0038517,Loulou et autres loups,5860542
361,Disney Television Animation,0030830,The Jungle Book 2,283426
362,Disneytoon Studios,0092035,The Jungle Book 2,283426
363,Walt Disney Animation Australia,0032298,The Jungle Book 2,283426
364,Walt Disney Pictures,0008970,The Jungle Book 2,283426
365,Carrere Group D.A.,0025658,La légende de Parva,347458
366,Creativos Asociados de Radio y Televisión,0080706,La légende de Parva,347458
367,Filmauro,0042190,La légende de Parva,347458
368,Quoi Qu'il En Soit,0089487,La légende de Parva,347458
369,Big Film Entertainment,0093952,Elysium,356577
370,Toei Animation,0062107,One Piece: Dead End Adventure,1006926
371,Asatsu-DK,0189654,Doraemon: Nobita and the Wind Wizard,473474
372,Fujiko Productions,0206611,Doraemon: Nobita and the Wind Wizard,473474
373,Shin Ei Animation,0125584,Doraemon: Nobita and the Wind Wizard,473474
374,Shogakukan,0011744,Doraemon: Nobita and the Wind Wizard,473474
375,TV Asahi,0025002,Doraemon: Nobita and the Wind Wizard,473474
376,Disneytoon Studios,0092035,Piglet's Big Movie,323642
377,Walt Disney Pictures,0008970,Piglet's Big Movie,323642
378,CTB Film Company,0137977,Little Longnose,378262
379,Melnitsa Animation Studio,0109502,Little Longnose,378262
380,TMS Entertainment,0064579,Detective Conan: Crossroad in the Ancient Capital,1133935
381,CJ Entertainment,0043365,Kureyon Shinchan: Arashi wo Yobu Eikou no Yakiniku Road,1149379
382,Shaw Brothers,0128798,Kureyon Shinchan: Arashi wo Yobu Eikou no Yakiniku Road,1149379
383,Suning Universal,0554808,Kureyon Shinchan: Arashi wo Yobu Eikou no Yakiniku Road,1149379
384,Shin Ei Animation,0125584,Kureyon Shinchan: Arashi wo Yobu Eikou no Yakiniku Road,1149379
385,National Lampoon,0102282,Jake's Booty Call,416873
386,Romp Films,0129313,Jake's Booty Call,416873
387,The Romp,0134236,Jake's Booty Call,416873
388,End Game Productions Inc.,0163026,Wonderful Days,353014
389,Gainax,0071695,Wonderful Days,353014
390,Masquerade Films,0120111,Wonderful Days,353014
391,Maxmedia,0120112,Wonderful Days,353014
392,Tin House Productions,0092164,Wonderful Days,353014
393,Cicada Interactive,0101036,Missing Persons,365510
394,Folimage,0028384,Raining Cats and Frogs,365659
395,France 2 Cinéma,0056755,Raining Cats and Frogs,365659
396,Rhône-Alpes Cinéma,0068476,Raining Cats and Frogs,365659
397,Solaris,0110456,"The Dog, the General, and the Birds",374574
398,Roissy Films,0004038,"The Dog, the General, and the Birds",374574
399,Téva,0018899,"The Dog, the General, and the Birds",374574
400,Prima Film,0013755,"The Dog, the General, and the Birds",374574
401,Gam Films,0052381,"The Dog, the General, and the Birds",374574
402,Rai Fiction,0068775,"The Dog, the General, and the Birds",374574
403,Canal+,0028557,"The Dog, the General, and the Birds",374574
404,Centre national du cinéma et de l'image animée (CNC),0090290,"The Dog, the General, and the Birds",374574
405,Eurimages,0056024,"The Dog, the General, and the Birds",374574
406,Pixar Animation Studios,0017902,Finding Nemo,266543
407,Walt Disney Pictures,0008970,Finding Nemo,266543
408,Les Armateurs,0008843,The Triplets of Belleville,286244
409,Production Champion,0097575,The Triplets of Belleville,286244
410,Vivi Film,0092106,The Triplets of Belleville,286244
411,France 3 Cinéma,0044140,The Triplets of Belleville,286244
412,RG Prince Films,0090420,The Triplets of Belleville,286244
413,Canal+,0028557,The Triplets of Belleville,286244
414,Gimages 3,0031694,The Triplets of Belleville,286244
415,Cofimage 12,0031064,The Triplets of Belleville,286244
416,Téléfilm Canada,0053578,The Triplets of Belleville,286244
417,Société de Développement des Entreprises Culturelles (SODEC),0093053,The Triplets of Belleville,286244
418,Centre national du cinéma et de l'image animée (CNC),0090290,The Triplets of Belleville,286244
419,Fonds Film in Vlaanderen,0037967,The Triplets of Belleville,286244
420,Nationale Loterij van België,0078884,The Triplets of Belleville,286244
421,British Broadcasting Corporation (BBC),0043107,The Triplets of Belleville,286244
422,BBC Worldwide,0103957,The Triplets of Belleville,286244
423,Département de la Charente,0116494,The Triplets of Belleville,286244
424,Région Poitou-Charentes,0116495,The Triplets of Belleville,286244
425,Cartoon,0076632,The Triplets of Belleville,286244
426,MEDIA Programme of the European Union,0004166,The Triplets of Belleville,286244
427,Société des Producteurs de Cinéma et de Télévision (Procirep),0046749,The Triplets of Belleville,286244
428,Rija Films,0147420,The Triplets of Belleville,286244
429,Amour Fou Luxembourg,0421021,In the Beginning Was the Eye,366606
430,Amour Fou Vienna,0094555,In the Beginning Was the Eye,366606
431,Garabet Film,0850657,In the Beginning Was the Eye,366606
432,Minotaurus Film,0057065,In the Beginning Was the Eye,366606
433,Oikodrom,0101099,In the Beginning Was the Eye,366606
434,Toei Animation,0062107,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,368667
435,Daft Life Ltd. Co.,0099659,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,368667
